claim_id,customer_age,customer_gender,customer_income,policy_type,policy_tenure,premium_amount,claim_amount,vehicle_age,vehicle_type,accident_type,accident_severity,claim_delay_days,police_report,witness_available,repair_estimate,number_of_injuries,hospital_expense,previous_claims,previous_fraud_flags,claim_history,location_risk_score,policy_risk_score,fraud_flag,claim_to_premium_ratio,claim_frequency,high_claim_indicator,claim_delay_category,customer_claim_risk,total_financial_exposure,discrepancy_repair_ratio,unwitnessed_severe_accident,location_severity_index,young_driver_luxury_claim
CLM-2024-13179,50,Male,25503.22,Third-Party,0.7,380.0,48120.38,7,Sedan,Multi-Vehicle,Major,3,Yes,No,35113.35,3,12886.86,0,0,Clean,0.405,0.492,0,126.6326,0.0,1,Standard,0.0,96120.59,0.3703,0,1.4175,0
CLM-2024-12768,66,Male,42620.86,Collision,1.3,1152.87,16546.52,7,SUV,Multi-Vehicle,Moderate,1,No,No,12650.61,1,3649.41,1,0,Standard,0.05,0.424,0,14.3525,0.7692,1,Immediate,1.5,32846.54,0.3077,0,0.1,0
CLM-2024-19126,47,Male,59868.53,Comprehensive,9.2,1666.08,5405.47,8,SUV,Multi-Vehicle,Minor,3,Yes,,5378.53,0,0.0,2,0,Standard,0.657,0.096,0,3.2444,0.2174,1,Standard,3.0,10784.0,0.005,0,0.657,0
CLM-2024-10227,77,Other,22000.0,Comprehensive,9.0,1851.03,6622.96,5,SUV,Multi-Vehicle,Minor,1,Yes,No,6647.41,0,0.0,1,0,Standard,0.439,0.396,0,3.578,0.1111,1,Immediate,1.5,13270.37,0.0037,0,0.439,0
CLM-2024-16082,18,Male,43742.24,Collision,1.7,1343.79,3663.87,3,SUV,Multi-Vehicle,Minor,5,No,Yes,3788.8,0,0.0,0,0,Clean,0.277,0.321,0,2.7265,0.0,1,Standard,0.0,7452.67,0.0329,0,0.277,0
CLM-2024-24725,38,Female,63728.45,Comprehensive,0.2,2104.72,9455.62,3,Sedan,Single-Vehicle,Moderate,1,Yes,Yes,4190.98,1,5255.38,0,0,Clean,0.339,0.277,0,4.4926,0.0,0,Immediate,0.0,18901.98,1.2532,0,0.678,0
CLM-2024-27277,34,Male,76354.37,Comprehensive,0.2,2009.68,61152.28,1,Truck,Multi-Vehicle,Major,13,Yes,No,25866.79,3,13206.58,0,0,Clean,0.803,0.385,1,30.4289,0.0,1,Delayed,0.0,100225.65,1.3636,0,2.8105,0
CLM-2024-26345,31,Male,83905.93,Comprehensive,6.0,1455.94,21575.7,3,Sedan,Vandalism,Moderate,0,Yes,No,21612.02,0,0.0,0,0,Clean,0.4,0.456,0,14.8191,0.0,1,Immediate,0.0,43187.72,0.0017,0,0.8,0
CLM-2024-14001,45,Male,53841.34,Comprehensive,7.1,1378.37,63235.85,6,Sports,Single-Vehicle,Major,3,Yes,Yes,46257.63,3,16880.57,0,0,Clean,0.729,0.41,0,45.8773,0.0,1,Standard,0.0,126374.05,0.367,0,2.5515,0
CLM-2024-14768,56,Male,148959.31,Comprehensive,2.7,1590.84,9161.42,6,Sedan,Single-Vehicle,Moderate,0,Yes,Yes,9277.59,0,0.0,2,0,Standard,0.528,0.76,0,5.7589,0.7407,0,Immediate,3.0,18439.01,0.0125,0,1.056,0
CLM-2024-10561,41,Female,28597.97,Comprehensive,4.8,1579.33,3310.14,7,Sedan,Single-Vehicle,Minor,6,No,Yes,3530.5,0,0.0,0,0,Clean,0.409,0.508,0,2.0959,0.0,0,Standard,0.0,6840.64,0.0622,0,0.409,0
CLM-2024-27463,41,Female,59988.22,Comprehensive,10.5,1371.1,4269.54,3,Truck,Single-Vehicle,Minor,20,Yes,No,4077.28,0,0.0,0,0,Clean,0.32,0.085,0,3.114,0.0,1,Delayed,0.0,8346.82,0.047,0,0.32,0
CLM-2024-22836,41,Other,65120.02,Comprehensive,5.4,1699.6,20319.04,11,Sedan,Multi-Vehicle,Moderate,1,No,No,20065.94,0,0.0,1,0,Standard,0.379,0.674,0,11.9552,0.1852,1,Immediate,1.5,40384.98,0.0126,0,0.758,0
CLM-2024-24811,49,Male,37518.33,Comprehensive,0.9,1606.23,22077.39,7,SUV,Multi-Vehicle,Moderate,7,Yes,No,14895.08,0,0.0,2,1,Suspicious,0.38,0.494,1,13.7448,2.2222,1,Standard,7.0,36972.47,0.4819,0,0.76,0
CLM-2024-20332,49,Female,41078.54,Third-Party,13.1,766.85,2702.18,5,SUV,Single-Vehicle,Minor,0,Yes,No,2781.49,0,0.0,1,0,Standard,0.522,0.317,0,3.5237,0.0763,0,Immediate,1.5,5483.67,0.0284,0,0.522,0
CLM-2024-16291,34,Male,71233.55,Comprehensive,1.1,2011.61,8588.18,5,SUV,Theft,Moderate,8,Yes,Yes,8461.14,0,0.0,0,0,Clean,0.645,0.269,0,4.2693,0.0,0,Standard,0.0,17049.32,0.015,0,1.29,0
CLM-2024-11904,40,Male,41239.03,Comprehensive,0.7,1487.76,1956.66,5,SUV,Single-Vehicle,Minor,3,Yes,Yes,1813.92,0,0.0,1,0,Standard,0.077,0.502,0,1.3152,1.4286,0,Standard,1.5,3770.58,0.0783,0,0.077,0
CLM-2024-11420,42,Female,41053.82,Comprehensive,4.2,1966.14,26548.48,3,Sedan,Single-Vehicle,Moderate,23,Yes,No,16179.44,0,0.0,3,1,Suspicious,0.295,0.337,1,13.5028,0.7143,1,Delayed,8.5,42727.92,0.6405,0,0.59,0
CLM-2024-22958,39,Male,60133.86,Comprehensive,4.3,2448.56,7158.59,5,Sedan,Single-Vehicle,Moderate,6,Yes,Yes,6946.1,0,0.0,0,0,Clean,0.401,0.456,0,2.9236,0.0,0,Standard,0.0,14104.69,0.0305,0,0.802,0
CLM-2024-16553,38,Female,122466.34,Comprehensive,2.5,2210.7,7562.62,3,SUV,Animal Collision,Minor,6,Yes,No,7445.71,0,0.0,0,0,Clean,0.344,0.751,0,3.4209,0.0,1,Standard,0.0,15008.33,0.0157,0,0.344,0
CLM-2024-12286,47,Female,40189.65,Comprehensive,9.4,1681.22,3518.9,4,SUV,Single-Vehicle,Minor,10,No,No,3500.99,0,0.0,0,0,Clean,0.259,0.489,0,2.0931,0.0,1,Standard,0.0,7019.89,0.0051,0,0.259,0
CLM-2024-14586,48,Male,71561.13,Collision,9.1,1094.92,10949.88,8,Sedan,Single-Vehicle,Moderate,23,No,Yes,8717.88,0,0.0,1,0,Standard,0.478,0.305,1,10.0006,0.1099,1,Delayed,1.5,19667.76,0.2557,0,0.956,0
CLM-2024-15410,49,Male,79798.47,Collision,1.0,1380.77,6529.41,11,SUV,Single-Vehicle,Minor,16,No,No,6584.75,0,0.0,1,0,Standard,0.568,0.205,0,4.7288,1.0,1,Delayed,1.5,13114.16,0.0084,0,0.568,0
CLM-2024-22722,26,Male,80796.94,Third-Party,3.6,380.0,1449.91,7,Sedan,Animal Collision,Moderate,0,Yes,No,1426.08,0,0.0,0,0,Clean,0.411,0.702,0,3.8156,0.0,0,Immediate,0.0,2875.99,0.0166,0,0.822,0
CLM-2024-26665,49,Male,61008.5,Collision,13.9,667.46,20593.09,4,Truck,Single-Vehicle,Moderate,0,No,Yes,20418.27,0,0.0,2,0,Standard,0.864,0.51,0,30.8529,0.1439,1,Immediate,3.0,41011.36,0.0086,0,1.728,0
CLM-2024-21547,49,Female,40728.39,Comprehensive,4.1,1654.34,41930.37,5,Sedan,Single-Vehicle,Major,1,Yes,No,23661.07,0,0.0,2,0,Standard,0.772,0.341,1,25.3457,0.4878,1,Immediate,3.0,65591.44,0.7718,0,2.702,0
CLM-2024-22357,44,Male,62848.46,Collision,12.4,1406.11,28958.77,2,Sedan,Multi-Vehicle,Moderate,30,No,Yes,14141.29,0,0.0,2,0,Standard,0.351,0.46,1,20.595,0.1613,1,Delayed,3.0,43100.06,1.0471,0,0.702,0
CLM-2024-25091,54,Male,68184.85,Comprehensive,0.3,1840.71,34202.4,5,SUV,Theft,Moderate,27,No,Yes,34446.45,0,0.0,0,0,Clean,0.515,0.53,0,18.5811,0.0,1,Delayed,0.0,68648.85,0.0071,0,1.03,0
CLM-2024-16282,78,Male,34707.48,Collision,0.3,646.14,9997.75,4,SUV,Multi-Vehicle,Moderate,10,No,Yes,10035.44,0,0.0,3,0,Frequent,0.11,0.288,0,15.473,10.0,0,Standard,4.5,20033.19,0.0038,0,0.22,0
CLM-2024-21020,58,Male,70765.85,Comprehensive,2.9,2057.64,8740.16,7,Truck,Vandalism,Moderate,4,Yes,,8667.04,0,0.0,0,0,Clean,0.526,0.803,0,4.2477,0.0,0,Standard,0.0,17407.2,0.0084,0,1.052,0
CLM-2024-27390,41,Female,43333.79,Comprehensive,0.2,1636.64,4937.18,8,SUV,Theft,Minor,0,No,Yes,4658.42,0,0.0,0,0,Clean,0.454,0.23,0,3.0167,0.0,1,Immediate,0.0,9595.6,0.0597,0,0.454,0
CLM-2024-20018,54,Female,,Collision,10.6,1656.2,2778.8,4,Sports,Multi-Vehicle,Moderate,13,No,Yes,2058.59,0,0.0,1,0,Standard,0.574,0.758,1,1.6778,0.0943,0,Delayed,1.5,4837.39,0.3482,0,1.148,0
CLM-2024-26178,56,Female,,Third-Party,17.3,380.0,2313.75,6,Sedan,Multi-Vehicle,Minor,9,Yes,No,2118.87,0,0.0,1,0,Standard,0.57,0.189,0,6.0888,0.0578,0,Standard,1.5,4432.62,0.0915,0,0.57,0
CLM-2024-20382,34,Male,51844.78,Comprehensive,17.3,1071.01,26974.59,9,Sports,Multi-Vehicle,Moderate,1,Yes,Yes,23817.97,1,3383.92,0,0,Clean,0.354,0.325,0,25.1861,0.0,1,Immediate,0.0,54176.48,0.1325,0,0.708,0
CLM-2024-15890,38,Male,33252.09,Comprehensive,5.9,1398.05,24230.07,4,Sedan,Multi-Vehicle,Moderate,2,No,No,13486.41,0,0.0,0,0,Clean,0.707,0.725,1,17.3313,0.0,1,Immediate,0.0,37716.48,0.796,0,1.414,0
CLM-2024-11339,79,Male,37104.85,Comprehensive,2.5,1778.66,3512.45,8,Sedan,Multi-Vehicle,Minor,3,Yes,Yes,3607.94,0,0.0,0,0,Clean,0.676,0.501,0,1.9748,0.0,1,Standard,0.0,7120.39,0.0264,0,0.676,0
CLM-2024-10283,54,Female,30823.09,Collision,11.2,1363.9,14524.66,8,SUV,Multi-Vehicle,Major,13,No,No,12845.12,1,1725.28,0,0,Clean,0.426,0.653,0,10.6494,0.0,0,Delayed,0.0,29095.06,0.1307,1,1.491,0
CLM-2024-14395,25,Female,33730.72,Comprehensive,13.8,1708.44,58021.42,9,Truck,Multi-Vehicle,Total Loss,22,Yes,No,58000.0,0,0.0,0,0,Clean,0.321,0.392,0,33.9616,0.0,1,Delayed,0.0,116021.42,0.0004,0,1.605,0
CLM-2024-21217,66,Male,27209.67,Comprehensive,2.9,1869.88,61971.6,5,SUV,Theft,Major,3,Yes,No,46802.06,4,15213.57,0,0,Clean,0.532,0.311,0,33.142,0.0,1,Standard,0.0,123987.23,0.3241,0,1.862,0
CLM-2024-22125,38,Male,138522.34,Collision,5.3,1000.07,4921.33,7,SUV,Single-Vehicle,Minor,4,No,Yes,4769.72,0,0.0,0,0,Clean,0.712,0.165,0,4.921,0.0,1,Standard,0.0,9691.05,0.0317,0,0.712,0
CLM-2024-11563,30,Female,115848.01,Third-Party,0.8,1090.3,10968.44,7,SUV,Single-Vehicle,Moderate,11,No,No,,0,0.0,0,0,Clean,0.286,0.076,0,10.06,0.0,1,Delayed,0.0,21936.88,0.0,0,0.572,0
CLM-2024-24979,46,Female,31540.82,Comprehensive,1.4,1494.95,26239.12,1,SUV,Animal Collision,Moderate,4,Yes,No,26353.81,0,0.0,1,0,Standard,0.489,0.448,0,17.5518,0.7143,1,Standard,1.5,52592.93,0.0044,0,0.978,0
CLM-2024-25297,28,Male,69271.51,Comprehensive,5.0,2303.48,4927.69,7,Sedan,Single-Vehicle,Minor,20,No,No,,0,0.0,1,0,Standard,0.21,0.198,0,2.1392,0.2,1,Delayed,1.5,9855.38,0.0,0,0.21,0
CLM-2024-28052,41,Female,140207.59,Comprehensive,0.6,1731.16,60122.92,4,Sedan,Multi-Vehicle,Total Loss,1,Yes,No,58000.0,1,2189.27,1,0,Standard,0.26,0.597,0,34.7298,1.6667,1,Immediate,1.5,120312.19,0.0366,0,1.3,0
CLM-2024-25980,40,Male,40026.94,Collision,0.2,689.22,18658.34,3,Truck,Multi-Vehicle,Major,31,Yes,Yes,16251.85,1,2351.11,0,0,Clean,0.313,0.471,0,27.0717,0.0,0,Critical,0.0,37261.3,0.148,0,1.0955,0
CLM-2024-12243,22,Female,50417.53,Comprehensive,7.7,1788.37,1684.93,5,SUV,Multi-Vehicle,Minor,8,No,No,1884.03,0,0.0,1,0,Standard,0.36,0.712,0,0.9422,0.1299,0,Standard,1.5,3568.96,0.1051,0,0.36,0
CLM-2024-14181,58,Female,90057.01,Collision,6.5,1200.72,50241.62,6,Sedan,Vandalism,Major,17,Yes,Yes,23655.54,4,26567.58,2,0,Standard,0.603,0.38,0,41.8429,0.3077,1,Delayed,3.0,100464.74,1.1234,0,2.1105,0
CLM-2024-15956,43,Female,41155.31,Collision,4.3,1141.06,3744.98,6,Sedan,Multi-Vehicle,Minor,25,Yes,No,3769.47,0,0.0,1,0,Standard,0.343,0.646,0,3.282,0.2326,1,Delayed,1.5,7514.45,0.0065,0,0.343,0
CLM-2024-28921,39,Male,65998.06,Collision,6.2,1361.77,3596.94,7,Sedan,Multi-Vehicle,Minor,2,No,No,3625.43,0,0.0,0,0,Clean,0.385,0.237,0,2.6414,0.0,1,Immediate,0.0,7222.37,0.0078,0,0.385,0
CLM-2024-23401,18,Female,47777.72,Comprehensive,0.8,1748.2,29761.39,2,Sedan,Multi-Vehicle,Major,2,Yes,Yes,21626.7,3,8042.03,1,0,Standard,0.496,0.182,0,17.024,1.25,1,Immediate,1.5,59430.12,0.376,0,1.736,0
CLM-2024-29614,40,Male,,Comprehensive,3.7,1385.45,8719.88,3,SUV,Vandalism,Moderate,7,Yes,No,8555.5,0,0.0,2,0,Standard,0.484,0.103,0,6.2939,0.5405,0,Standard,3.0,17275.38,0.0192,0,0.968,0
CLM-2024-22262,42,Male,41144.48,Comprehensive,7.6,1698.59,23483.6,6,SUV,Single-Vehicle,Moderate,1,No,Yes,23295.69,0,0.0,3,0,Frequent,0.627,0.313,0,13.8253,0.3947,1,Immediate,4.5,46779.29,0.0081,0,1.254,0
CLM-2024-12418,33,Male,29115.84,Collision,0.3,1009.26,3206.87,5,Sports,Single-Vehicle,Moderate,38,No,No,3249.34,0,0.0,0,0,Clean,0.57,0.205,0,3.1774,0.0,0,Critical,0.0,6456.21,0.013,0,1.14,0
CLM-2024-10866,53,Female,22000.0,Collision,6.7,1482.19,6558.32,3,Sedan,Multi-Vehicle,Moderate,5,Yes,No,6572.62,0,0.0,0,0,Clean,0.204,0.363,0,4.4247,0.0,0,Standard,0.0,13130.94,0.0022,0,0.408,0
CLM-2024-26273,26,Female,,Comprehensive,0.4,1605.26,5889.05,4,Sedan,Multi-Vehicle,Moderate,8,Yes,Yes,5846.27,0,0.0,2,0,Standard,0.276,0.547,0,3.6686,5.0,0,Standard,3.0,11735.32,0.0073,0,0.552,0
CLM-2024-25328,56,Female,62471.59,Comprehensive,2.9,1755.88,55605.9,2,Sedan,Multi-Vehicle,Major,0,Yes,No,55273.32,0,0.0,1,0,Standard,0.652,0.207,0,31.6684,0.3448,1,Immediate,1.5,110879.22,0.006,0,2.282,0
CLM-2024-16614,42,Male,38892.55,Collision,7.1,984.37,1730.44,5,Sedan,Multi-Vehicle,Minor,18,Yes,Yes,2096.41,0,0.0,1,0,Standard,0.49,0.606,0,1.7579,0.1408,0,Delayed,1.5,3826.85,0.1737,0,0.49,0
CLM-2024-28811,40,Female,64865.63,Comprehensive,0.9,1625.49,6323.3,11,Sedan,Multi-Vehicle,Minor,3,No,No,6493.61,0,0.0,1,0,Standard,0.548,0.549,0,3.8901,1.1111,1,Standard,1.5,12816.91,0.0262,0,0.548,0
CLM-2024-28869,38,Male,34709.19,Comprehensive,11.5,1935.71,4175.45,7,Sedan,Single-Vehicle,Minor,58,No,No,3044.56,0,0.0,0,0,Clean,0.427,0.562,1,2.1571,0.0,1,Critical,0.0,7220.01,0.3702,0,0.427,0
CLM-2024-18647,40,Male,27288.59,Comprehensive,0.2,2004.36,2834.13,4,Sedan,Single-Vehicle,Moderate,7,Yes,No,2862.45,0,0.0,0,0,Clean,0.744,0.257,0,1.414,0.0,0,Standard,0.0,5696.58,0.0099,0,1.488,0
CLM-2024-19821,35,Female,44474.82,Comprehensive,7.0,1741.19,11265.39,1,Sedan,Single-Vehicle,Moderate,0,No,No,11330.49,0,0.0,1,0,Standard,0.466,0.711,0,6.4699,0.1429,1,Immediate,1.5,22595.88,0.0057,0,0.932,0
CLM-2024-15770,44,Female,57477.52,Collision,0.2,1006.63,48954.74,4,Luxury,Multi-Vehicle,Major,2,Yes,No,48817.0,0,0.0,1,0,Standard,0.567,0.273,0,48.6323,5.0,1,Immediate,1.5,97771.74,0.0028,0,1.9845,0
CLM-2024-25461,33,Female,40466.36,Comprehensive,1.0,1861.05,58129.59,5,SUV,Multi-Vehicle,Total Loss,2,Yes,No,58000.0,0,0.0,0,0,Clean,0.203,0.38,0,31.2348,0.0,1,Immediate,0.0,116129.59,0.0022,0,1.015,0
CLM-2024-23355,21,Male,59943.46,Comprehensive,1.1,1488.0,20478.79,3,SUV,Animal Collision,Moderate,0,No,Yes,20631.78,0,0.0,2,0,Standard,0.641,0.179,0,13.7626,1.8182,1,Immediate,3.0,41110.57,0.0074,0,1.282,0
CLM-2024-14792,18,Male,33132.36,Collision,2.7,1630.48,37857.56,12,Luxury,Single-Vehicle,Moderate,1,Yes,No,4034.22,4,33797.36,1,0,Standard,0.299,0.558,0,23.2187,0.3704,1,Immediate,1.5,75689.14,8.3634,0,0.598,1
CLM-2024-19450,29,Male,81693.2,Collision,2.5,1873.54,2266.86,6,Sedan,Multi-Vehicle,Minor,2,No,Yes,2362.07,0,0.0,1,0,Standard,0.546,0.161,0,1.2099,0.4,0,Immediate,1.5,4628.93,0.0401,0,0.546,0
CLM-2024-27658,55,Female,62682.61,Comprehensive,9.9,1241.75,8719.42,8,SUV,Multi-Vehicle,Moderate,19,Yes,Yes,8730.15,0,0.0,0,0,Clean,0.432,0.776,0,7.0219,0.0,0,Delayed,0.0,17449.57,0.0012,0,0.864,0
CLM-2024-23914,78,Female,37999.41,Third-Party,1.1,403.52,11747.91,3,Sports,Multi-Vehicle,Moderate,0,Yes,No,11494.87,0,0.0,0,0,Clean,0.595,0.531,0,29.1136,0.0,1,Immediate,0.0,23242.78,0.022,0,1.19,0
CLM-2024-10834,36,Female,40885.27,Comprehensive,14.3,1491.62,45881.04,8,Luxury,Animal Collision,Total Loss,0,Yes,No,45993.0,0,0.0,2,0,Standard,0.239,0.699,0,30.7592,0.1399,0,Immediate,3.0,91874.04,0.0024,0,1.195,0
CLM-2024-19381,54,Female,53489.31,Comprehensive,0.8,1878.85,56649.72,3,SUV,Single-Vehicle,Total Loss,2,Yes,No,43542.36,2,13072.01,0,0,Clean,0.306,0.353,0,30.1513,0.0,1,Immediate,0.0,113264.09,0.301,0,1.53,0
CLM-2024-23852,48,Female,31553.05,Comprehensive,0.2,1609.78,61709.1,7,Truck,Multi-Vehicle,Total Loss,3,Yes,Yes,55193.66,1,6701.96,0,0,Clean,0.384,0.3,0,38.3339,0.0,1,Standard,0.0,123604.72,0.118,0,1.92,0
CLM-2024-18192,65,Male,34049.96,Comprehensive,1.9,1043.34,1286.77,5,Sedan,Theft,Major,0,Yes,No,1569.69,0,0.0,0,0,Clean,0.361,0.364,0,1.2333,0.0,0,Immediate,0.0,2856.46,0.1791,0,1.2635,0
CLM-2024-18838,36,Male,23705.63,Collision,2.6,1259.82,1427.86,8,Sedan,Vandalism,Moderate,0,Yes,Yes,1338.05,0,0.0,0,0,Clean,0.509,0.699,0,1.1334,0.0,0,Immediate,0.0,2765.91,0.0666,0,1.018,0
CLM-2024-15713,47,Female,58350.03,Collision,6.8,780.26,53003.49,5,SUV,Theft,Major,5,Yes,No,33387.83,0,0.0,0,0,Clean,0.273,0.651,1,67.9305,0.0,1,Standard,0.0,86391.32,0.5873,0,0.9555,0
CLM-2024-27974,44,Male,45617.18,Comprehensive,1.7,2297.55,5587.39,4,Sedan,Animal Collision,Moderate,6,Yes,Yes,5620.73,0,0.0,1,0,Standard,0.573,0.465,0,2.4319,0.5882,0,Standard,1.5,11208.12,0.0059,0,1.146,0
CLM-2024-26499,45,Female,53635.12,Comprehensive,3.3,1508.04,4194.02,1,Sedan,Theft,Minor,3,No,No,4298.29,0,0.0,2,0,Standard,0.627,0.316,0,2.7811,0.6061,1,Standard,3.0,8492.31,0.0242,0,0.627,0
CLM-2024-23226,33,Female,63951.47,Collision,7.3,1126.82,1505.28,5,SUV,Multi-Vehicle,Moderate,0,Yes,Yes,1715.78,0,0.0,1,0,Standard,0.481,0.391,0,1.3359,0.137,0,Immediate,1.5,3221.06,0.122,0,0.962,0
CLM-2024-23076,61,Male,44806.9,Collision,16.6,552.73,26934.69,6,Sedan,Single-Vehicle,Moderate,52,Yes,No,2134.25,3,10199.77,2,0,Standard,0.731,0.613,1,48.7303,0.1205,1,Critical,3.0,39268.71,11.566,0,1.462,0
CLM-2024-11862,26,Female,42459.95,Comprehensive,5.4,1828.42,5386.53,7,SUV,Single-Vehicle,Minor,5,No,Yes,5226.1,0,0.0,0,0,Clean,0.718,0.711,0,2.946,0.0,1,Standard,0.0,10612.63,0.0306,0,0.718,0
CLM-2024-10606,49,Male,75582.3,Collision,1.6,1393.21,7747.67,3,Sedan,Multi-Vehicle,Moderate,0,Yes,No,7863.27,0,0.0,0,0,Clean,0.446,0.319,0,5.561,0.0,0,Immediate,0.0,15610.94,0.0147,0,0.892,0
CLM-2024-22534,43,Male,,Third-Party,9.0,459.29,19026.53,9,SUV,Single-Vehicle,Moderate,14,Yes,Yes,19120.47,0,0.0,1,0,Standard,0.665,0.464,0,41.426,0.1111,1,Delayed,1.5,38147.0,0.0049,0,1.33,0
CLM-2024-14402,35,Female,158614.28,Comprehensive,2.1,1813.39,7187.12,7,SUV,Single-Vehicle,Minor,1,No,Yes,7067.3,0,0.0,2,0,Standard,0.266,0.752,0,3.9634,0.9524,1,Immediate,3.0,14254.42,0.0169,0,0.266,0
CLM-2024-10742,58,Male,41546.5,Comprehensive,9.5,1555.85,10447.37,7,Sedan,Single-Vehicle,Moderate,4,Yes,No,10347.07,0,0.0,0,0,Clean,0.224,0.153,0,6.7149,0.0,1,Standard,0.0,20794.44,0.0097,0,0.448,0
CLM-2024-25300,58,Female,53378.0,Third-Party,4.7,823.01,17277.26,6,Sedan,Single-Vehicle,Major,2,No,No,17422.78,0,0.0,0,0,Clean,0.14,0.206,0,20.9928,0.0,0,Immediate,0.0,34700.04,0.0083,1,0.49,0
CLM-2024-14219,66,Female,45363.15,Comprehensive,2.9,1969.5,33341.56,5,SUV,Vandalism,Total Loss,56,Yes,Yes,17975.66,4,6249.2,1,0,Standard,0.654,0.501,1,16.9289,0.3448,0,Critical,1.5,57566.42,0.8543,0,3.27,0
CLM-2024-28284,43,Female,75307.51,Third-Party,8.7,419.71,1633.48,5,SUV,Multi-Vehicle,Minor,4,Yes,No,1885.49,0,0.0,2,0,Standard,0.13,0.631,0,3.8919,0.2299,0,Standard,3.0,3518.97,0.133,0,0.13,0
CLM-2024-17403,21,Female,61553.66,Comprehensive,5.5,1473.97,11778.66,5,Sedan,Multi-Vehicle,Moderate,4,No,No,2813.27,4,8968.69,1,0,Standard,0.451,0.221,0,7.9911,0.1818,1,Standard,1.5,23560.62,3.1755,0,0.902,0
CLM-2024-18237,36,Female,38206.82,Comprehensive,4.4,1649.46,19369.53,8,SUV,Theft,Moderate,12,Yes,Yes,19456.99,0,0.0,1,0,Standard,0.779,0.543,0,11.743,0.2273,1,Delayed,1.5,38826.52,0.0045,0,1.558,0
CLM-2024-23987,38,Female,27939.79,Collision,0.3,1288.7,4687.6,5,SUV,Multi-Vehicle,Moderate,6,Yes,No,4771.37,0,0.0,2,0,Standard,0.637,0.826,0,3.6375,6.6667,0,Standard,3.0,9458.97,0.0175,0,1.274,0
CLM-2024-20713,56,Male,43852.65,Collision,11.1,717.89,6031.04,4,Truck,Multi-Vehicle,Moderate,26,Yes,No,5929.88,0,0.0,1,0,Standard,0.515,0.692,0,8.4011,0.0901,0,Delayed,1.5,11960.92,0.017,0,1.03,0
CLM-2024-16628,38,Female,44792.29,Comprehensive,1.3,1530.21,4113.88,5,Sedan,Multi-Vehicle,Minor,3,No,No,4067.69,0,0.0,4,0,Frequent,0.554,0.342,0,2.6884,3.0769,1,Standard,6.0,8181.57,0.0113,0,0.554,0
CLM-2024-19640,49,Male,30091.43,Third-Party,3.6,596.9,8289.97,5,Sedan,Multi-Vehicle,Moderate,22,Yes,No,8135.68,0,0.0,0,0,Clean,0.497,0.363,0,13.8884,0.0,0,Delayed,0.0,16425.65,0.0189,0,0.994,0
CLM-2024-21676,41,Female,52168.83,Comprehensive,4.1,1893.31,12374.36,2,SUV,Single-Vehicle,Moderate,1,No,No,12525.34,0,0.0,0,0,Clean,0.428,0.434,0,6.5358,0.0,1,Immediate,0.0,24899.7,0.012,0,0.856,0
CLM-2024-11557,31,Female,22000.0,Comprehensive,3.4,2317.61,6359.52,5,Sedan,Single-Vehicle,Minor,14,No,Yes,6368.38,0,0.0,0,0,Clean,0.294,0.443,0,2.744,0.0,1,Delayed,0.0,12727.9,0.0014,0,0.294,0
CLM-2024-16054,69,Male,37857.16,Comprehensive,2.9,2246.32,58620.71,8,Sedan,Single-Vehicle,Major,11,Yes,Yes,41392.32,3,17139.83,0,0,Clean,0.638,0.143,0,26.0963,0.0,1,Delayed,0.0,117152.86,0.4161,0,2.233,0
CLM-2024-24864,41,Male,124589.13,Collision,4.4,1195.64,12924.22,5,SUV,Multi-Vehicle,Total Loss,32,Yes,Yes,13172.62,0,0.0,1,0,Standard,0.385,0.643,0,10.8095,0.2273,0,Critical,1.5,26096.84,0.0188,0,1.925,0
CLM-2024-19879,29,Female,44494.32,Third-Party,2.1,858.34,64473.62,8,Luxury,Vandalism,Moderate,47,Yes,Yes,18744.23,4,25228.17,1,0,Standard,0.623,0.187,1,75.1143,0.4762,1,Critical,1.5,108446.02,2.4384,0,1.246,0
CLM-2024-21991,39,Female,22000.0,Collision,6.6,1480.57,23332.85,12,Sports,Multi-Vehicle,Moderate,18,No,Yes,15431.2,2,7543.79,0,0,Clean,0.456,0.305,0,15.7594,0.0,1,Delayed,0.0,46307.84,0.5117,0,0.912,0
CLM-2024-21531,47,Female,106405.24,Collision,0.6,1127.8,6130.3,8,Sedan,Single-Vehicle,Moderate,9,Yes,No,6190.01,0,0.0,0,0,Clean,0.749,0.459,0,5.4356,0.0,0,Standard,0.0,12320.31,0.0096,0,1.498,0
CLM-2024-18822,47,Male,88925.72,Comprehensive,1.0,1829.28,46716.0,6,Sedan,Multi-Vehicle,Total Loss,0,Yes,No,44311.17,1,2403.04,1,0,Standard,0.517,0.523,0,25.5379,1.0,0,Immediate,1.5,93430.21,0.0543,0,2.585,0
CLM-2024-25743,51,Male,76782.24,Comprehensive,0.2,1987.44,46926.08,11,Sedan,Multi-Vehicle,Major,0,Yes,No,38215.33,1,8496.44,2,0,Standard,0.617,0.51,0,23.6113,10.0,1,Immediate,3.0,93637.85,0.2279,0,2.1595,0
CLM-2024-10074,48,Male,42919.07,Collision,9.0,1621.08,36146.77,5,SUV,Single-Vehicle,Major,1,Yes,Yes,16860.19,0,0.0,1,1,Suspicious,0.664,0.335,1,22.298,0.1111,1,Immediate,5.5,53006.96,1.1432,0,2.324,0
